srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR15989122	SRX12277745	SRS9998495	SRP357534	PRJNA801415	Escherichia coli	131	OXFORD_NANOPORE	GridION	2282579370.0	210269.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989123	SRX12277744	SRS9999028	SRP357537	PRJNA801416	Klebsiella pneumoniae	1308	OXFORD_NANOPORE	GridION	357345699.0	56693.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989124	SRX12277743	SRS9999026	SRP357534	PRJNA801415	Escherichia coli	131	OXFORD_NANOPORE	GridION	3248724488.0	371413.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989125	SRX12277742	SRS9999027	SRP357534	PRJNA801415	Klebsiella pneumoniae	231	OXFORD_NANOPORE	GridION	2501706163.0	392136.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989126	SRX12277741	SRS9998494	SRP357537	PRJNA801416	Klebsiella pneumoniae	E10	OXFORD_NANOPORE	GridION	1345237219.0	247458.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989127	SRX12277740	SRS9998492	SRP357537	PRJNA801416	Enterobacter cloacae	66	OXFORD_NANOPORE	GridION	1413305050.0	240132.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989128	SRX12277739	SRS9998509	SRP357534	PRJNA801415	Klebsiella pneumoniae	-	OXFORD_NANOPORE	GridION	2835684790.0	365635.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989129	SRX12277738	SRS9999233	SRP357537	PRJNA801416	Enterobacter hormaechei	E961	OXFORD_NANOPORE	GridION	1553545200.0	227443.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989130	SRX12277737	SRS9999231	SRP357534	PRJNA801415	Klebsiella pneumoniae	70	OXFORD_NANOPORE	GridION	1614740476.0	404862.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989131	SRX12277736	SRS9999230	SRP357537	PRJNA801416	Enterobacter cloacae	-	OXFORD_NANOPORE	GridION	1687449969.0	204853.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989132	SRX12277735	SRS9999232	SRP357537	PRJNA801416	Klebsiella pneumoniae	736	OXFORD_NANOPORE	GridION	638886890.0	80727.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989133	SRX12277734	SRS9999228	SRP357534	PRJNA801415	Klebsiella pneumoniae	736	OXFORD_NANOPORE	GridION	258519217.0	32615.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989134	SRX12277733	SRS9999229	SRP357534	PRJNA801415	Enterobacter cloacae	66	OXFORD_NANOPORE	GridION	562058843.0	103919.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989135	SRX12277732	SRS9999227	SRP357537	PRJNA801416	Escherichia coli	E1109	OXFORD_NANOPORE	GridION	1725878620.0	290649.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989136	SRX12277731	SRS9999226	SRP357537	PRJNA801416	Citrobacter freundii	18	OXFORD_NANOPORE	GridION	451845540.0	33632.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989137	SRX12277730	SRS9999225	SRP357534	PRJNA801415	Klebsiella pneumoniae	70	OXFORD_NANOPORE	GridION	523996407.0	57687.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989138	SRX12277729	SRS9999223	SRP357534	PRJNA801415	Klebsiella pneumoniae	70	OXFORD_NANOPORE	GridION	1136413644.0	155208.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989139	SRX12277728	SRS9999224	SRP357534	PRJNA801415	Klebsiella pneumoniae	70	OXFORD_NANOPORE	GridION	237462843.0	19614.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989140	SRX12277727	SRS9999222	SRP357537	PRJNA801416	Klebsiella pneumoniae	70	OXFORD_NANOPORE	GridION	425136120.0	57529.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989141	SRX12277726	SRS9999221	SRP357537	PRJNA801416	Enterobacter cloacae	114	OXFORD_NANOPORE	GridION	1044686663.0	153468.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989142	SRX12277725	SRS9999220	SRP357537	PRJNA801416	Klebsiella pneumoniae	-	OXFORD_NANOPORE	GridION	1549648594.0	281962.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989143	SRX12277724	SRS9999218	SRP357537	PRJNA801416	Escherichia coli	E950	OXFORD_NANOPORE	GridION	2043530554.0	416153.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989144	SRX12277723	SRS9999217	SRP357537	PRJNA801416	Escherichia coli	101	OXFORD_NANOPORE	GridION	1211412743.0	214440.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989145	SRX12277722	SRS9999219	SRP357537	PRJNA801416	Klebsiella pneumoniae	E943	OXFORD_NANOPORE	GridION	1260612397.0	147863.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989146	SRX12277721	SRS9999214	SRP357537	PRJNA801416	Citrobacter farmeri	E942	OXFORD_NANOPORE	GridION	600609018.0	114781.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989147	SRX12277720	SRS9999216	SRP357537	PRJNA801416	Enterobacter cloacae	-	OXFORD_NANOPORE	GridION	780815006.0	96401.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989148	SRX12277719	SRS9999215	SRP357537	PRJNA801416	Klebsiella pneumoniae	-	OXFORD_NANOPORE	GridION	1283450920.0	146635.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989149	SRX12277718	SRS9999213	SRP357537	PRJNA801416	Enterobacter cloacae	-	OXFORD_NANOPORE	GridION	355920117.0	39123.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989150	SRX12277717	SRS9999212	SRP357537	PRJNA801416	Escherichia coli	405	OXFORD_NANOPORE	GridION	1175005396.0	185658.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989151	SRX12277716	SRS9999211	SRP357537	PRJNA801416	Klebsiella pneumoniae	E937	OXFORD_NANOPORE	GridION	761195975.0	73248.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989152	SRX12277715	SRS9999210	SRP357537	PRJNA801416	Klebsiella pneumoniae	17	OXFORD_NANOPORE	GridION	857531982.0	101190.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989153	SRX12277714	SRS9999208	SRP357537	PRJNA801416	Enterobacter cloacae	820	OXFORD_NANOPORE	GridION	174031416.0	18285.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989154	SRX12277713	SRS9999207	SRP357537	PRJNA801416	Escherichia coli	-	OXFORD_NANOPORE	GridION	189624977.0	21259.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989155	SRX12277712	SRS9999204	SRP357537	PRJNA801416	Enterobacter cloacae	66	OXFORD_NANOPORE	GridION	955136803.0	139350.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989156	SRX12277711	SRS9999203	SRP357537	PRJNA801416	Escherichia coli	127	OXFORD_NANOPORE	GridION	365292011.0	53798.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989157	SRX12277710	SRS9999206	SRP357537	PRJNA801416	Enterobacter hormaechei	E929	OXFORD_NANOPORE	GridION	1856651933.0	290333.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989158	SRX12277709	SRS9999205	SRP357537	PRJNA801416	Enterobacter cloacae	E1106	OXFORD_NANOPORE	GridION	2084058314.0	266278.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989159	SRX12277708	SRS9999202	SRP357537	PRJNA801416	Citrobacter freundii	22	OXFORD_NANOPORE	GridION	876516138.0	129913.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989160	SRX12277707	SRS9999201	SRP357537	PRJNA801416	Escherichia coli	224	OXFORD_NANOPORE	GridION	154556784.0	15927.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989161	SRX12277706	SRS9999209	SRP357537	PRJNA801416	Enterobacter hormaechei	E924	OXFORD_NANOPORE	GridION	3916838735.0	531803.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989162	SRX12277705	SRS9999198	SRP357537	PRJNA801416	Escherichia coli	E920	OXFORD_NANOPORE	GridION	1501759489.0	177418.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR15989163	SRX12277704	SRS9999200	SRP357534	PRJNA801415	Klebsiella pneumoniae	86	OXFORD_NANOPORE	GridION	1470776174.0	362019.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
